platform,review_id,rating,review_date_utc,review_year,review_text,review_title,thumbs_up,app_version,collected_date,source_sort,source_page,source_url
Google Play,968ad7aa-9b19-4465-84c2-8f7f43ddd039,1,2025-06-22T06:58:40+00:00,2025,"최소인원 안모이면 당일 모임 1시간전까지 취소할수도, 취소여부를 알수도 없음 대기하다가 시간날려도 보상도없고, 그렇다고 인원모이기 전에 취소가 되는것도 아님",,1,5.20.6,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,2451194e-4dc0-40fd-bfd9-2f2702a89fe9,1,2025-06-16T14:28:06+00:00,2025,분명 이전엔 진짜 동네친구만들고 새친구랑 여행 가는 느낌이었는데... 지금은 연애앱 그 이상도 이하도 아닌.... ㅠㅠ,,2,5.20.6,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,3f6da756-ab1e-4832-8f55-3d2f9425d9e4,2,2025-06-08T03:28:46+00:00,2025,필터링이 잘적용안되서 불편해요,,0,5.20.6,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,9a086154-2dc5-41c0-ac2a-4c6417e10e6f,1,2025-06-07T11:50:22+00:00,2025,개인인증 사용자만 메시지 보내는것좀 없에주세요 인증은 좀 그렇고 모임등 메시지 개인전달할일 있을때도 불편하네요 이런거는좀 개선해주세요,,2,5.20.6,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7a1a5a8a-80b5-431e-9cd8-5672f1eb9ee5,2,2025-06-06T00:22:39+00:00,2025,그냥 서울모임 앱,,2,5.20.6,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,02f0fbe8-af6c-4f19-8c5e-4c9c4a2f0f04,1,2025-05-14T15:47:33+00:00,2025,"호스트한테 소셜링 수수료는 20% 나 떼가는데 고객센터는 엉망. 전화문의는 아에 불가능하고, 카톡 고객센터는 하루가지나도 답이없음. 셀렉티드 호스트들한텐 그렇게 답 빠르다면서요? 그리고 돈벌어다주는 대형 술모임,소개팅모임은 신규가입자가 봐도 어뷰징이 판을치고 2차에서 추가금 계좌로 받는거 리뷰에 대놓고있어도 제제가없네요^^ 신입호스트는 어떻게 성장하나요? 위반가이드로 모니터링을 할려면 모두에게 동등하게 하시던가요. 정떨어집니다",,6,5.20.6,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,be65dcd0-e6f1-4942-8cfb-a935699b9000,1,2025-05-14T07:42:13+00:00,2025,1. 홈페이지에서 가입만 가능하고 탈퇴 불가능. 2. 회원가입 여부를 확인하는 서비스가 없음.,,0,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,c93e32de-0799-458c-8352-123d285f7614,3,2025-05-11T06:09:10+00:00,2025,"광고에서는 분명히 그림재료 다 있어요 오셔서 그림그리고 가세요 라고 되어있는데, 광고속에 나오는 모임은 찾기 힘들고 죄다 다들 돈 내라는 모임 밖에 없네요?? 물론 돈은 보태야하겠지만 그림재료까지 살 돈은 없는데 .. 모임 회비도 2만원이상은 비싸다 생각되요. 다른사람들처럼 월급벌고 사는사람 아니다보니 ㅡ 돈 많이들어간다 하면 좀 힘든데; 돈 없이 혹은 1만원 이하 그림 모임은 없나요?? 저의 그림자랑할겸 그리고싶어서 가입한건데 !!!",,1,5.20.5,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,9e35f3fb-5529-4542-98df-4bea8d86f0e0,1,2025-04-21T02:31:53+00:00,2025,오류 진짜 많습니다,,0,5.20.5,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,ed0eed37-9d6d-474c-a7bd-9d12e2ab786b,2,2025-04-03T14:22:57+00:00,2025,뭔 모임이 죄다 서울이지... 하물며 상업적 목적이 너무 심함,,3,5.20.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,fe37ca5a-3600-4ab4-bb63-340ece7c0d13,1,2025-03-29T07:59:23+00:00,2025,모임평가하면 타모임장이 그거 보고 거절함 조심하세요. 안 좋은 모임 평가도 못하네요ㄷㄷ,,4,5.19.5,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,5f3e9aeb-cb0f-4379-8875-32f323345fcb,3,2025-03-25T03:20:34+00:00,2025,어플 저만 안들어가지나요??,,1,5.19.5,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,b6b11f76-4dd3-40dc-83b0-f353f371ef8a,3,2025-03-17T11:44:25+00:00,2025,로그인네이버아이디 메일삭제했더니 재가입도안되고 로그인도 안돼요ㅠ,,1,5.19.4,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,d870a39a-3eca-4808-b63f-70c882ee6713,3,2025-03-10T02:55:16+00:00,2025,스플래쉬 화면이 너무 눈갱이에요..,,0,5.19.3,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,96eee692-e6b7-4f8c-a093-041ff5775fda,2,2025-03-08T01:37:11+00:00,2025,필터에서 나이제한이 없는곳에 지원해도 나이때문에 승인거절되는 부분은 개선되어야 하겠습니다. 그거 좀 상처받네요,,0,5.19.3,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7d7fd792-e1cc-4536-9bac-c535c858b11e,3,2025-02-10T15:02:00+00:00,2025,어느날부터 갑자기 사진을 첨부하려 사진 버튼을 누르면 사진 및 동영상이 계속 중지됨이라도 뜨네요.. 다른 app 에서는 잘 되는데...,,1,5.19.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,bf0d467d-ffd8-406d-a86a-64572cc0c188,3,2025-01-25T13:23:22+00:00,2025,"소셜링 검색시 가격 선택 기능이 추가되면 좋겠습니다. 언젠가부터 문토에 상업적인 모임이 너무 많아졌는데, 너무 터무니없는 가격의 소셜링도 많아져서 거르는 기능이 있었으면 좋겠네요. 그외에는 아직까지는 괜찮은 앱인것 같습니다.",,8,5.18.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,ab77f404-6021-4782-93eb-0c9627e48d90,2,2024-12-23T12:41:03+00:00,2024,서울공화국이란 말 답게 사는곳이 서울 아니면 뭣도 안나옵니다. 오로지 서울 사람들만을 위한 느낌,,2,5.16.9,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,c4ed0cab-99c6-42cd-aca3-19a5563d82ca,1,2024-12-23T05:03:42+00:00,2024,사진 업로드가 불편하네요 인스타나 카톡처럼 사진업로드가 간편해졌음 좋겠네요 일일히 들어가서 찾는건 좀 아닌거 같네요,,1,5.16.9,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,02779a28-00cb-4d7d-8869-6d07b60cc298,2,2024-12-07T20:18:41+00:00,2024,너무 지저분하고 복잡함...스크롤은 왜이렇게 내려야하며..너무 뭐가 많아서 공부까지해야 하는 어플..추천 소셜링 클럽 챌린지가있는데 밑으로 내리면 또 소셜링이랑 챌린지가 있음..읭? 왜 똑같은게 두개있지? 스크롤 내릴필요없이 그냥 추천 소셜링 누르는거만 있으면좋겠음,,1,5.16.4,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,8643062f-3961-44eb-bc43-8528cface62e,1,2024-11-18T17:35:57+00:00,2024,문토는 20-30대만을 위한곳 같음. 40대 미혼도 많은데 처음부터 지금까지 철저히 배제하고 있음. 소모임은 충분히 다 커버하고 있는데 이부분 때문에 더 성장하기가 어려워보임.,,2,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,5353ab18-4be7-4e34-99e3-b44cfb6437d4,2,2024-11-11T07:03:58+00:00,2024,잘 이용하고 있는데 접속 오류가 발생되는거 같아요. 재설치를 해도 오류가 계속되네요,,0,0.17.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,a9d5df4a-0011-4ccd-ae9f-b66927ed6ed6,1,2024-10-13T12:07:23+00:00,2024,"문토에서 공식적으로 연 모임(셔플링 소셜링)을 참여하였는데, 조만 편성해주고 자유롭게 만났습니다. 가장 친근하게 나온 팀에 기프티콘을 준다며 사진을 보내라고 가이드를 주시더니, 별도 개인 통보없이 사진을 이후 광고 목적으로 사용하십니다. 고객센터를 통해 내려달라고 수차례 요구 했으나 해당팀에 전달했다는 말뿐 실제로 정정은 되지 않네요. 별거 아니라 느낄수 있지만 개인정보를 함부로 다루는 플랫폼에서 더이상 활동하고 싶은 생각이 안듭니다^^ 비슷한거 많으니 다른거 쓰세요",,23,5.12.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,845998de-7c4d-4b9e-bf29-3443da592dd2,1,2024-09-23T09:09:29+00:00,2024,호스트 소셜링 관련 안내 오류가 있었다고 하는데 글쎄요. 리뷰보니깐 고객센터도 신뢰가 안가는데요. 문토 잘 애용했었는데 신뢰도 떡락으로 삭제합니다. 다시는 안깔것같아요. 참가비 어쩌고.. 리뷰 말대로 돈만 생각하시는 것같고 문토측에서 실수 있었다고 하니 책임 지셔야죠. 말로만 죄송하다그러면 돈이 나오나요? 없던게 되나요? 기분 상할대로 다 상했는데 진정성도 안느껴짐 . 긍정적 리뷰에 비해 부정적 리뷰가 한달 이내로 꾸준히 올라오던데 이제 왜 문토를 써야하는지 도통 모르겠네요,,2,5.14.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,b811b88b-bcff-47b6-8736-76f2adc87367,1,2024-09-22T03:24:38+00:00,2024,"본인위주로 비즈니스가 중요해서 참여자에게 책임감없는 호스트, 한번보고 끝나겠지라는 식으로 참여자를 호구로 쓰는 개념없는 호스트들. 소셜링이라고? 사람 개개인을 존중하는것보다 소자본 사업놀이꾼들 많습니다. 호스트가 뭐 되는 마냥 쉽게 행동하는데, 그에 비해 참석자는 불공평해서 언짢아지더라도 참아야하는 웃긴 일도 있음. 감정소모하고 피해보면 답도 안나옴. 존중하는 개념은 커녕.. 참석한 시간,돈을 고맙게 여겨주지 않는 호스트들에게 우리 시간,돈 주지마세요. 다신 문토 안쓸듯ㅠㅠ",,7,5.12.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,db0b214e-66de-47bf-afdb-c5940526f35d,1,2024-09-19T13:10:48+00:00,2024,"앱 알림도 제대로 안 와서 사용자가 수시로 들어오거나 지웠다 다시 깔아야하고 상단엔 죄다 이익나는 파티만 뜨게해서 돈 버는 앱. 셀렉티드라고 전문성 떨어져도 앱에 돈 벌어다주는 호스트들(죄다 소개팅 파티같은 거) 선정해서 퀄리티 떨어지고 돈 아까운 소셜링만 남았고 개성있고 오래된 호스트들은 다 떠났고 이용자는 점점 줄어서 오래가봤자 1,2년이거나 아님 고여서 그들만의 세상이거나. 자체 발전따윈 없는데다가 사용자들 의견은 무시하고 인스타, 소셜 홍보에만 투자하는 앱 여기 앱 평가만 봐도 이미 행태가 눈에 보이는데도 그저 눈앞의 20프로 수수료만 보는 운영",,5,5.14.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7c0b8af9-73a4-4d72-b66c-8f0269527864,1,2024-08-23T19:01:04+00:00,2024,모임이 잘 취소되는거 같아요,,1,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,d26391c8-80b8-4828-ba98-32e8004fccaa,1,2024-08-19T19:28:51+00:00,2024,사용자가 많지 않는거 같아요 뵙던 사람들만 계속 보이고요~ 뭔가 가족 모임이 된거 같아요,,6,5.13.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,11524da8-4f91-4810-9383-66f61f17fb6e,3,2024-08-08T23:13:15+00:00,2024,"일단 가장 먼저 말하고 싶은건 메세지 알람이 안떠요 그러고선 카톡으로 유도하면 벌점먹고,,, 알람문제먼저 해결해야하는 부분 아닐까요??",,0,5.12.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,9d1e03b2-a547-465b-9582-95d821d062ce,1,2024-08-07T22:50:23+00:00,2024,어차피 소개팅 어플이면서 동회회 끼워파는거임 들어가보면 전부 남녀만남 뿐,,7,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,abe5251b-958b-482c-b58f-807421266725,3,2024-07-06T09:58:46+00:00,2024,앱 자체의 기능은 휼륭하고 모임도 많이 열립니다 다만 요즘은 동네 모임이라기보단 그냥 사람 많이 땡겨서 돈벌려는 호스트가 더 많아지고 문토 시스템 자체도 이에 유리해서 나아질 기미가 없네요..... 인원이 많아지면 소개팅인줄 알고 꼬이는 사람들 때문에 피곤합니다.... 참가자 동의도 없는 모임 인원 변경은 환불 100퍼센트 사유로 충분하지 않을까요? 사람 냄새나는 소규모 모임 기대하다가 감당도 못할 인원 불리는 호스트들 보고있으면 한숨만 나옵니다....,,5,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,893f785f-c6e8-4f24-9d4c-577ac0e819b1,1,2024-06-23T15:27:22+00:00,2024,"호스트 평가는 건너 뛰고 바로 게스트 평가로 넘어갈 수 있게 수정해주세요. 호스트 평가를 해야지만 넘어가는데, 별점 낮은 것도 아니고 4개만 줘도 바로 스태프 포함해서 갠톡 폭격함. 게스트들은 좋았는데 호스트랑 스테프만 탓하고 싶어도 갠톡으로 별 압박 다 당하고. 나도 나쁜사람 되긴 싫은데 싫은 모임에 좋다고 할 순 없으니까 호스트 평사 건너뛰고 게스트만 평가할 수 있도록 바꿔주세요.",,7,5.9.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,8068a2d0-2e5b-44dd-be96-f2063622203e,1,2024-06-08T06:43:45+00:00,2024,"최악입니다. 하지마세요. 일단 환불규정 정확히 보시고 신청하길 바래요. 그냥 돈벌겠다고 하는사람들많고 개인간의 욕설, 폭언해도 계정탈퇴하면 아무것도 해결 안해줍니다.",,6,5.7.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,54ea8039-c3a4-4502-aa91-47f77e7c4683,3,2024-04-27T10:41:42+00:00,2024,채팅기능 오류가 너무 잦아요.. 몇 시간째 안들어가지네요 모임도착했을때 채팅에 알려준 상세주소를 못봐서 당황한적도 종종 있습니다..개선해주세요,,0,5.5.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,2f5a8346-225c-421e-9761-d40ee9b2f105,1,2024-04-27T03:41:47+00:00,2024,"앱을 최소화할 때 메인뷰로 돌아가버리면,(특히 카카오페이 결제할 때) 결제가 안돼요... 왜 자꾸 메인뷰로 돌아가게 구현하신 건가요? 기존에 적던 신청정보도 다 날아가게..",,1,5.5.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,2eb568ba-3a0c-4f93-9fc7-3e711f843d01,3,2024-04-18T05:41:03+00:00,2024,나이 표시가 됐으면 좋겠습니다. 또래 모임을 찾고싶은데 나이 때문에 아무데나 들어가기 망설여지고 컨텐츠가 좋은 모임이어도 결국 다른 플랫폼 이용하게 되네요.,,0,5.5.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,051e88df-372e-43ea-ab7a-805ad8645b11,1,2024-04-17T08:59:19+00:00,2024,채팅기능이 안돼,,1,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,cb39adf5-d5dc-4714-8904-74739471e729,1,2024-04-15T00:22:01+00:00,2024,"실망스럽습니다. 진행도, 환불도 안되고 매끄럽지 않아요. 안되는게 많네요. 고객센터 답변도 매우 불쾌합니다. 돈 돈돈.. 너무 해요",,3,5.4.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,f1e99993-add9-4649-b5ba-f30fb15eb419,1,2024-04-09T18:51:40+00:00,2024,그냥 방장들과 앱운영자 돈벌이 수단.. 무슨 소개팅ㅋㅋ 모임 5분씩 대화하고 끝...대부분 그럼.. 여자들 다 돈나눠갖는 알바같음! 절대 무료모임만 가세요!ㅎㅎㅎ꿀팁!,,3,5.4.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,328ccf42-7a44-4c1b-b2cb-bc90537ce303,2,2024-04-04T02:44:30+00:00,2024,"업데이트 이후 카카오톡 로그인을 시도하면 ""정상적으로 로그인되지 않았습니다. 다시 시도해주세요"" 라는 메시지가 뜨는데, 왜이러는 건가요?? 로그인이 안됩니다.",,2,5.4.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,38a0266c-3fd5-4a9c-b7cf-c08b16991fbc,1,2024-03-20T22:38:50+00:00,2024,멜주소를 받으면 문자인증을 빼던가 둘중하나만 해야지. 문자는 오지도 않는다 문자 않오면 070 xxxx 찾으라고? 수십 수백개 중에 언제 찾음,,3,5.3.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,0306830b-d6f6-4887-920b-68fefe9b3d60,3,2024-03-10T06:04:01+00:00,2024,로그인이 저절로 풀려서 메세지를 다 10게 되었어요 ㅎㅎ 그룹이 파토났네요! 감사해요!!!,,1,5.2.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,a4be5e26-bcf0-4289-bf21-9e338293c905,1,2024-03-09T02:37:17+00:00,2024,거짓말 그만하시고요.모든 분들한테 정책 적용한다고 하시지 않으셨나요?정책은 모든 분들한테 적용이 안되고 있고 셀렉티드 호스트분들한테 무슨 말들을 하시는걸까요? 계속 할거고 정책 바뀔때까지 할겁니다.그만하시고 모든 분들한테 정책 적용하세요.이 앱은 사기입니다.사람 차별하고 돈만 미친 회사입니다.,,9,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,4d856337-9746-40bc-a46e-281c45c5fd1b,1,2024-02-14T04:33:59+00:00,2024,아니 고객센터 없나요... 로그인문제 생기면 어디다 문의하라는거죠,,3,5.0.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
App Store,14381328848,1,2026-08-03T04:47:41+00:00,2026,"당일파토 진짜 꽤 있습니다 ㅋㅋ 문토에서 신고해도 재재도 잘 안하는 것 같아요
ㄹㅇ 정떨어짐",비매너 유저가 너무 많음,,7.5.4,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,14292046169,1,2026-07-12T00:02:27+00:00,2026,신청 버튼도 안 눌리고 업로드도 안되고 그렇다고 호스트한테 따로 연락도 못하고 고객센터는 자고 있고 그래도 앱은 보기 편하고 잘 만든 듯 버그만 없으면 모임 1티어 앱일 듯 근데 소개팅 저런 거는 좀 없애라 너무 많아서 정신 사납다 ㄹㅇ,오류 너무 많다 리뷰 보니까 안 고치나보네,,7.5.3,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,14273033354,1,2026-07-07T07:29:52+00:00,2026,"문토 자체에서 밀어주는 업체가 있다는 건 심증이지만, 어딘가 뒤틀려있는 참가자가 신고하면 호스트한테 벌점 부여를 너무 쉽게 함. 호스트는 찐따 검열에 대한 규제가 너무 많고, 정작 찐따들을 보호하기 위한 규정은 유독 많음.
모임 열려고 여러 앱에서 인원 모집해 봤지만, 유독 모임에 참여하지 않았으면 하는 인간들이 많은 앱이긴 해서 앞으로 쓸 일은 없을 듯. 
유료 모임인데도 불구하고 공짜로 참여하고 싶어하는 문토거지들 너무 많음. 당근거지 저리가라임. 
퀄리티 있는 모임 계속 진행하고 싶은 호스트들한테는 그냥 최악의 앱임.",흠,,7.5.1,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,14268988984,1,2026-07-06T07:18:30+00:00,2026,23년즈음에는 정말 다양한 소셜모임들이 있었는데 점점 술파티나 블라인드소개팅들만 늘어가면서 소모임으로 다 옮겨간듯 수도권은 어떤지 모르겠지만 지방에서는 더이상 뭘 할 수 없는 어플,이제는 수명이 다한 어플,,7.5.1,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,14126776498,1,2026-05-31T10:36:43+00:00,2026,"잉여롭게 하루 때리고있는데,
이성한테 선톡이 왔네~?
팔로하고, 직업부터 물어보길래 내가 이것저것 찔러보니
ㅂ제이 창녀라네??
바로 신고하고 차단 날렸습니다.
가입할 때, 제발 좀 가입목적이랑
본인인증 철저히 확인 좀 해주세요
문토를 저도, 한동안 꾸준히
소셜링 참여했던 유저로서,
저런 미친년들이 들끓는 커뮤로
전락할까봐 심히 걱정됩니다..",스캠 씨발년들 관리좀 하세요,,7.4.8,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,14029899590,1,2026-05-05T06:03:19+00:00,2026,오류 에러,오류,,7.4.5,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,14013453831,1,2026-04-30T17:18:32+00:00,2026,보증금으로 일부만 묶는 것도 아니고 전체 환불 불가라니… 다른 서비스에 비해 너무 불합리해요,환불 규정이 불합리해요,,7.4.5,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13981182815,3,2026-04-21T10:32:10+00:00,2026,간호사도 면허따는 전문직인데 왜 직군에 안넣음? 업뎃좀,직업군에 간호사 전문직,,7.4.4,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13977964676,1,2026-04-20T11:46:40+00:00,2026,앱 구현수준 진짜… 하…,제발 투자좀 하세요,,7.4.4,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13974623712,1,2026-04-19T12:58:40+00:00,2026,"이렇게 좋은앱을 만들고,
그렇게 많은 유저를 모아놓고,
대표의 개~~폐급 운영으로 나락가버린 비운의 앱...

모임앱이 아니라,
이성간 교/~미  목적인
파티앱으로 변질된지 오래 ㅋㅋㅋ

옛날에 재밌고, 다양한 모임 만들던 호스트들은 죄다 다른 플랫폼으로 도망감 ㅋㅋㅋㅋㅋ 분명 재밌는 모임 많았는데... 직원분들은 아실듯...?

ㅂ/신갗은 플러팅, 이성 만남 앱으로 변질되서 이젠 연령대도 30~40으로 올라감 ㅋㅋㅋㅋ 영/써티,영/포티 전용앱이 되어가는중 ㅋㅋㅋㅋㅋ

걍 소개팅 어플이랑 비슷합니다..
솔직히 틀내나는 운영때문에 이젠 20대는 거의없고 30대 ~40대 전용 어플임ㅋㅋㅋㅋㅋㅋ 

잡플래닛 보니까 퇴사자들 전부
대표만 문제삼던데....
직원분들 힘내세요...

모임 플랫폼으로썬 한국에서 역대급 유저 확보해놓고, 
ㅂ(신같음 운영으로 실시간으로 나락가고있는 비운의 어플.. 진짜 안타까움..","불쌍한 직원들....최고의 앱, 최악의 운영",,7.4.4,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13953737880,1,2026-04-13T14:15:35+00:00,2026,가면 갈수록 병 ~~~ 신짓을 많이해서 삭제합니다 ㅂㅇ,유저를 ㅈ으로 봄,,7.4.3,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13931549583,1,2026-04-07T09:12:42+00:00,2026,고개센터 운영 1도 안되고 문의 남겼더니 하루 종일 답변도 없네요. 오전에 남기면 오후쯤은 답변 오려나 싶었는데 진짜 어떻게 운영되나 싶네요.,고객센터 운영,,7.4.2,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13913776375,1,2026-04-02T10:35:34+00:00,2026,"호스트를 개잦으로 알고 벌점 남발, 알고리즘 개병신 그래서 기존 호스트들 모두 떠남. 여기서 호스트 할 생각하지마라..",병신같은 운영의 결정체,,7.4.2,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13887510860,1,2026-03-26T02:36:47+00:00,2026,"솔직히 1점도 아까운 수준입니다.
처음부터 끝까지 이용하면서 불편함밖에 없었어요.

고객센터는 답변이 너무 늦어서 문의를 해도 해결이 안 되고, 운영 자체가 제대로 되고 있는 건지 의문이 들 정도입니다. 가장 큰 문제는 참가자 검증이 전혀 안 된다는 점이에요. 사진이나 직업 같은 기본적인 정보도 확인이 안 되니까 신뢰가 완전히 깨집니다.

실제로 모임에 나가봤는데 분위기나 사람들 수준도 기대 이하였고, 나이랑 직업을 속이고 오는 남자들도 꽤 많아서 황당했습니다. 이런 부분은 최소한 걸러줘야 하는 거 아닌가요?

돈 내고 이용하는 서비스인데 관리가 이렇게 안 되는 건 너무 무책임하다고 느꼈습니다.
다시는 이용할 생각 없고, 주변에도 절대 추천 안 합니다.",최악 1점 아까운 수준,,7.4.2,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13862101747,1,2026-03-18T19:28:18+00:00,2026,취향인연 안들어가져오,취향인연 안들어가져오,,7.4.1,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13797023502,3,2026-02-28T01:51:54+00:00,2026,내가 관심 표현한 멤버 누르고 스크롤 내리다가 자꾸 연결시간 초과 되었다고 오류 뜨는데 어떻게좀 해주세요,연결 시간 오류,,7.3.9,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13769772391,1,2026-02-20T13:13:26+00:00,2026,한번씩 튕김현상이 있는데 로그인하려해도 안됨 서버 증축하든지 해결 좀 해주세요,로그인 안됨,,7.3.8,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13767817314,3,2026-02-19T23:03:23+00:00,2026,메일로 가입되어 있는데 비번 찾는다고 메일계정이 없는 건 뭔지???,로그인,,7.3.8,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13751427250,1,2026-02-15T09:51:37+00:00,2026,클럽 신청하기 눌렀는데 안먹혀요,신청하기가 안돼요,,7.3.8,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13739422326,1,2026-02-11T23:54:38+00:00,2026,채팅방 안되는데 고객 센터는 답변도 없고 뭐하는 겁니까,채팅방안되여,,7.3.7,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13695359551,1,2026-01-31T02:55:42+00:00,2026,왜이렇게 무슨 파티 무슨소개팅 초대대화 무작위로 걸어대는지 짜증나는데 개인 메시지 자체를 닫는 기능이 필요한거같아요,대화 거부기능 없나요,,7.3.5,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13668589963,1,2026-01-24T01:50:49+00:00,2026,"IOS 26.2 

소셜링 신청 이용규칙 동의 화면에서‘다음’ 버튼 눌러도 화면 안넘어가고 버튼 안먹음

로그아웃 디바이스 재부팅 앱 재설치 다해봐도 아무것도 안됨 첫 설치땐 호스트 질문까지 갔다가 이젠 걍 이용규칙도 안됨

빨리 수정해주세요",치명적 앱 버그,,7.3.4,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
App Store,13646847158,1,2026-01-18T07:02:46+00:00,2026,그냥 개쓰레기앱,취향인연 친구신청 온거 하나도 확인안됨,,7.3.3,2026-08-05,mostrecent,1,https://apps.apple.com/kr/app/id1535886772
